// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 6 benchmark(s) in total *****
// ***** Building 3 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:03 (3.75 sec)   *****
// ***** Failed to build in Parallel, switching to sequential build   *****
// ***** Done, took 00:00:04 (4.68 sec)   *****
// Found 6 benchmarks:
//   Md5VsSha256.Sha256: Job-AZMYKM(Toolchain=InProcessEmitToolchain)
//   Md5VsSha256.Md5: Job-AZMYKM(Toolchain=InProcessEmitToolchain)
//   Md5VsSha256.Sha256: .NET Core 3.1(Runtime=.NET Core 3.1)
//   Md5VsSha256.Md5: .NET Core 3.1(Runtime=.NET Core 3.1)
//   Md5VsSha256.Sha256: .NET Core 5.0(Runtime=.NET Core 5.0)
//   Md5VsSha256.Md5: .NET Core 5.0(Runtime=.NET Core 5.0)

// **************************
// Benchmark: Md5VsSha256.Sha256: Job-AZMYKM(Toolchain=InProcessEmitToolchain)
// *** Execute ***
// Launch: 1 / 1
// ! Failed to set up priority High for process System.Diagnostics.Process (dotnet). Make sure you have the right permissions. Message: Permission denied

// Benchmark Process Environment Information:
// Runtime=.NET Core 3.1.8 (CoreCLR 4.700.20.41105, CoreFX 4.700.20.41903), X64 RyuJIT
// GC=Concurrent Workstation
// Job: Job-AZMYKM(Toolchain=InProcessEmitToolchain)

WorkloadResult   4: 32768 op, 664925029.00 ns, 20.2919 us/op
WorkloadResult   5: 32768 op, 661279976.00 ns, 20.1807 us/op
WorkloadResult   6: 32768 op, 661557454.00 ns, 20.1891 us/op
WorkloadResult   7: 32768 op, 671373642.00 ns, 20.4887 us/op
WorkloadResult   8: 32768 op, 682028373.00 ns, 20.8139 us/op
WorkloadResult   9: 32768 op, 685008418.00 ns, 20.9048 us/op
WorkloadResult  10: 32768 op, 681975761.00 ns, 20.8122 us/op
WorkloadResult  11: 32768 op, 680156341.00 ns, 20.7567 us/op
WorkloadResult  12: 32768 op, 700709331.00 ns, 21.3840 us/op
WorkloadResult  13: 32768 op, 685179389.00 ns, 20.9100 us/op
WorkloadResult  14: 32768 op, 681341887.00 ns, 20.7929 us/op

// AfterAll
// Benchmark Process 18360 has exited with code 0

Mean = 20.684 μs, StdErr = 0.089 μs (0.43%), N = 14, StdDev = 0.331 μs
Min = 20.181 μs, Q1 = 20.461 μs, Median = 20.775 μs, Q3 = 20.867 μs, Max = 21.384 μs
IQR = 0.407 μs, LowerFence = 19.851 μs, UpperFence = 21.477 μs
ConfidenceInterval = [20.310 μs; 21.057 μs] (CI 99.9%), Margin = 0.374 μs (1.81% of Mean)
Skewness = 0.1, Kurtosis = 2.37, MValue = 2

// Build Error: Standard output: 
  
 Standard error: 
 /usr/local/share/dotnet/sdk/3.1.402/Sdks/Microsoft.NET.Sdk/targets/Microsoft.NET.TargetFrameworkInference.targets(127,5): error NETSDK1045: la versione corrente di .NET SDK non supporta .NET Core 5.0 come destinazione. Impostare come destinazione .NET Core 3.1 o una versione precedente oppure usare una versione di .NET SDK che supporta .NET Core 5.0. [/Users/leonardodottavi/Projects/BenchMarkTest/BenchMarkTest/bin/Release/netcoreapp3.1/.NET Core 5.0/BenchmarkDotNet.Autogenerated.csproj]
  Individuazione dei progetti da ripristinare...

// Build Error: Standard output: 
  
 Standard error: 
 /usr/local/share/dotnet/sdk/3.1.402/Sdks/Microsoft.NET.Sdk/targets/Microsoft.NET.TargetFrameworkInference.targets(127,5): error NETSDK1045: la versione corrente di .NET SDK non supporta .NET Core 5.0 come destinazione. Impostare come destinazione .NET Core 3.1 o una versione precedente oppure usare una versione di .NET SDK che supporta .NET Core 5.0. [/Users/leonardodottavi/Projects/BenchMarkTest/BenchMarkTest/bin/Release/netcoreapp3.1/.NET Core 5.0/BenchmarkDotNet.Autogenerated.csproj]
  Individuazione dei progetti da ripristinare...

// ***** BenchmarkRunner: Finish  *****

// * Export *
  BenchmarkDotNet.Artifacts/results/BenchMarkTest.Md5VsSha256-measurements.csv
  BenchmarkDotNet.Artifacts/results/BuildPlots.R
RPlotExporter couldn't find Rscript in your PATH and no R_HOME environment variable is defined

// * Detailed results *
Md5VsSha256.Sha256: Job-AZMYKM(Toolchain=InProcessEmitToolchain)
Runtime = ; GC = 
Mean = 26.515 μs, StdErr = 0.128 μs (0.48%), N = 16, StdDev = 0.514 μs
Min = 25.643 μs, Q1 = 26.215 μs, Median = 26.311 μs, Q3 = 27.011 μs, Max = 27.505 μs
IQR = 0.796 μs, LowerFence = 25.022 μs, UpperFence = 28.205 μs
ConfidenceInterval = [25.992 μs; 27.038 μs] (CI 99.9%), Margin = 0.523 μs (1.97% of Mean)
Skewness = 0.23, Kurtosis = 1.95, MValue = 2
-------------------- Histogram --------------------
[25.469 μs ; 26.004 μs) | @@
[26.004 μs ; 26.670 μs) | @@@@@@@@@
[26.670 μs ; 27.527 μs) | @@@@@
---------------------------------------------------

Md5VsSha256.Sha256: .NET Core 3.1(Runtime=.NET Core 3.1)
Runtime = .NET Core 3.1.8 (CoreCLR 4.700.20.41105, CoreFX 4.700.20.41903), X64 RyuJIT; GC = Concurrent Workstation
Mean = 26.728 μs, StdErr = 0.099 μs (0.37%), N = 15, StdDev = 0.382 μs
Min = 26.217 μs, Q1 = 26.337 μs, Median = 26.790 μs, Q3 = 27.012 μs, Max = 27.359 μs
IQR = 0.675 μs, LowerFence = 25.324 μs, UpperFence = 28.024 μs
ConfidenceInterval = [26.320 μs; 27.136 μs] (CI 99.9%), Margin = 0.408 μs (1.53% of Mean)
Skewness = -0.07, Kurtosis = 1.51, MValue = 2
-------------------- Histogram --------------------
[26.014 μs ; 26.568 μs) | @@@@@
[26.568 μs ; 27.563 μs) | @@@@@@@@@@
---------------------------------------------------

Md5VsSha256.Sha256: .NET Core 5.0(Runtime=.NET Core 5.0)
Runtime = ; GC = 
There are not any results runs

Md5VsSha256.Md5: Job-AZMYKM(Toolchain=InProcessEmitToolchain)
Runtime = ; GC = 
Mean = 20.134 μs, StdErr = 0.051 μs (0.26%), N = 15, StdDev = 0.199 μs
Min = 19.647 μs, Q1 = 20.102 μs, Median = 20.196 μs, Q3 = 20.231 μs, Max = 20.341 μs
IQR = 0.129 μs, LowerFence = 19.908 μs, UpperFence = 20.425 μs
ConfidenceInterval = [19.922 μs; 20.347 μs] (CI 99.9%), Margin = 0.213 μs (1.06% of Mean)
Skewness = -1.24, Kurtosis = 3.56, MValue = 2
-------------------- Histogram --------------------
[19.541 μs ; 19.937 μs) | @@
[19.937 μs ; 20.447 μs) | @@@@@@@@@@@@@
---------------------------------------------------

Md5VsSha256.Md5: .NET Core 3.1(Runtime=.NET Core 3.1)
Runtime = .NET Core 3.1.8 (CoreCLR 4.700.20.41105, CoreFX 4.700.20.41903), X64 RyuJIT; GC = Concurrent Workstation
Mean = 20.684 μs, StdErr = 0.089 μs (0.43%), N = 14, StdDev = 0.331 μs
Min = 20.181 μs, Q1 = 20.461 μs, Median = 20.775 μs, Q3 = 20.867 μs, Max = 21.384 μs
IQR = 0.407 μs, LowerFence = 19.851 μs, UpperFence = 21.477 μs
ConfidenceInterval = [20.310 μs; 21.057 μs] (CI 99.9%), Margin = 0.374 μs (1.81% of Mean)
Skewness = 0.1, Kurtosis = 2.37, MValue = 2
-------------------- Histogram --------------------
[20.131 μs ; 20.603 μs) | @@@@@
[20.603 μs ; 21.564 μs) | @@@@@@@@@
---------------------------------------------------

Md5VsSha256.Md5: .NET Core 5.0(Runtime=.NET Core 5.0)
Runtime = ; GC = 
There are not any results runs

// * Summary *

BenchmarkDotNet=v0.12.1, OS=macOS Catalina 10.15.6 (19G2021) [Darwin 19.6.0]
Intel Core i9-8950HK CPU 2.90GHz (Coffee Lake), 1 CPU, 12 logical and 6 physical cores
.NET Core SDK=3.1.402
  [Host]        : .NET Core 3.1.8 (CoreCLR 4.700.20.41105, CoreFX 4.700.20.41903), X64 RyuJIT
  .NET Core 3.1 : .NET Core 3.1.8 (CoreCLR 4.700.20.41105, CoreFX 4.700.20.41903), X64 RyuJIT


| Method |           Job |       Runtime |              Toolchain |     Mean |    Error |   StdDev | Ratio | RatioSD |
|------- |-------------- |-------------- |----------------------- |---------:|---------:|---------:|------:|--------:|
| Sha256 |    Job-AZMYKM | .NET Core 3.1 | InProcessEmitToolchain | 26.51 μs | 0.523 μs | 0.514 μs |  0.99 |    0.02 |
| Sha256 | .NET Core 3.1 | .NET Core 3.1 |                Default | 26.73 μs | 0.408 μs | 0.382 μs |  1.00 |    0.00 |
| Sha256 | .NET Core 5.0 | .NET Core 5.0 |                Default |       NA |       NA |       NA |     ? |       ? |
|        |               |               |                        |          |          |          |       |         |
|    Md5 |    Job-AZMYKM | .NET Core 3.1 | InProcessEmitToolchain | 20.13 μs | 0.213 μs | 0.199 μs |  0.97 |    0.02 |
|    Md5 | .NET Core 3.1 | .NET Core 3.1 |                Default | 20.68 μs | 0.374 μs | 0.331 μs |  1.00 |    0.00 |
|    Md5 | .NET Core 5.0 | .NET Core 5.0 |                Default |       NA |       NA |       NA |     ? |       ? |

Benchmarks with issues:
  Md5VsSha256.Sha256: .NET Core 5.0(Runtime=.NET Core 5.0)
  Md5VsSha256.Md5: .NET Core 5.0(Runtime=.NET Core 5.0)

// * Legends *
  Mean    : Arithmetic mean of all measurements
  Error   : Half of 99.9% confidence interval
  StdDev  : Standard deviation of all measurements
  Ratio   : Mean of the ratio distribution ([Current]/[Baseline])
  RatioSD : Standard deviation of the ratio distribution ([Current]/[Baseline])
  1 μs    : 1 Microsecond (0.000001 sec)

// ***** BenchmarkRunner: End *****
// ** Remained 0 benchmark(s) to run **
Run time: 00:01:21 (81.1 sec), executed benchmarks: 4

Global total time: 00:01:25 (85.78 sec), executed benchmarks: 4
// * Artifacts cleanup *
